bma_file.bma01,bma_file.bma02,bma_file.bma03,bma_file.bma04,bma_file.bma05,bma_file.bmauser,bma_file.bmagrup,bma_file.bmamodu,bma_file.bmadate,bma_file.bmaacti,1,bma_file.bma07,bma_file.bmaicd01,bma_file.bma08,bma_file.bma09,bma_file.bma10,bma_file.bmaud01,bma_file.bmaud02,bma_file.bmaud03,bma_file.bmaud04,bma_file.bmaud05,bma_file.bmaud06,bma_file.bmaud07,bma_file.bmaud08,bma_file.bmaud09,bma_file.bmaud10,bma_file.bmaud11,bma_file.bmaud12,bma_file.bmaud13,bma_file.bmaud14,bma_file.bmaud15,bma_file.bmaoriu,bma_file.bmaorig,bma_file.ta_bma01,ima02,,
25FI10A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,10+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K250KG/CM2-FA15-SL10-G25,25,XXX
40FI10A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,10+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K400KG/CM2-FA15-SL10-G25,26,XXX
17FI12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K175KG/CM2-FA15-SL12-G25,27,XXX
22FI12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K225KG/CM2-FA15-SL12-G25,28,XXX
25FI12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K250KG/CM2-FA15-SL12-G25,29,XXX
27FI12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K275KG/CM2-FA15-SL12-G25,30,XXX
30FI12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K300KG/CM2-FA15-SL12-G25,31,XXX
35FI12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K350KG/CM2-FA15-SL12-G25,32,XXX
40FI12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K400KG/CM2-FA15-SL12-G25,33,XXX
30FU10A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,10+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K300KG/CM2-FA20-SL10-G25,34,XXX
10FU12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K100KG/CM2-FA20-SL12-G25,35,XXX
12FU12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K125KG/CM2-FA20-SL12-G25,36,XXX
15FU12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K150KG/CM2-FA20-SL12-G25,37,XXX
17FU12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K175KG/CM2-FA20-SL12-G25,38,XXX
20FU12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K200KG/CM2-FA20-SL12-G25,39,XXX
22FU12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K225KG/CM2-FA20-SL12-G25,40,XXX
25FU12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K250KG/CM2-FA20-SL12-G25,41,XXX
27FU12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K275KG/CM2-FA20-SL12-G25,42,XXX
30FU12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K300KG/CM2-FA20-SL12-G25,43,XXX
32FU12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K325KG/CM2-FA20-SL12-G25,44,XXX
35FU12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K350KG/CM2-FA20-SL12-G25,45,XXX
37FU12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K375KG/CM2-FA20-SL12-G25,46,XXX
40FU12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K400KG/CM2-FA20-SL12-G25,47,XXX
42FU12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K425KG/CM2-FA20-SL12-G25,48,XXX
10FN12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K100KG/CM2-FA-SL12-G25,49,XXX
12FN12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K125KG/CM2-FA-SL12-G25,50,XXX
15FN12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K150KG/CM2-FA-SL12-G25,51,XXX
17FN12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K175KG/CM2-FA-SL12-G25,52,XXX
20FN12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K200KG/CM2-FA-SL12-G25,53,XXX
22FN12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K225KG/CM2-FA-SL12-G25,54,XXX
25FN12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K250KG/CM2-FA-SL12-G25,55,XXX
27FN12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K275KG/CM2-FA-SL12-G25,56,XXX
30FN12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K300KG/CM2-FA-SL12-G25,57,XXX
32FN12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K325KG/CM2-FA-SL12-G25,58,XXX
35FN12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K350KG/CM2-FA-SL12-G25,59,XXX
37FN12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K375KG/CM2-FA-SL12-G25,60,XXX
40FN12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K400KG/CM2-FA-SL12-G25,61,XXX
42FN12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K425KG/CM2-FA-SL12-G25,62,XXX
30FV08A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,8+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K300KG/CM2-FA-SL08-G25,63,XXX
22FV10A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,10+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K225KG/CM2-FA-SL10-G25,64,XXX
25FV10A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,10+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K250KG/CM2-FA-SL10-G25,65,XXX
30FV10A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,10+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K300KG/CM2-FA-SL10-G25,66,XXX
35FV10A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,10+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K350KG/CM2-FA-SL10-G25,67,XXX
10FV12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K100KG/CM2-FA-SL12-G25,68,XXX
17FV12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K175KG/CM2-FA-SL12-G25,69,XXX
20FV12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K200KG/CM2-FA-SL12-G25,70,XXX
22FV12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K225KG/CM2-FA-SL12-G25,71,XXX
25FV12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K250KG/CM2-FA-SL12-G25,72,XXX
27FV12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K275KG/CM2-FA-SL12-G25,73,XXX
30FV12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K300KG/CM2-FA-SL12-G25,74,XXX
35FV12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K350KG/CM2-FA-SL12-G25,75,XXX
40FV12A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K400KG/CM2-FA-SL12-G25,76,XXX
25FV14A06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,14+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K250KG/CM2-FA-SL14-G25,77,XXX
10PX12C06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K100KG/CM2-NORM-SL12-G14,78,XXX
12PX12C06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K125KG/CM2-NORM-SL12-G14,79,XXX
15PX12C06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K150KG/CM2-NORM-SL12-G14,80,XXX
17PX12C06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K175KG/CM2-NORM-SL12-G14,81,XXX
20PX12C06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K200KG/CM2-NORM-SL12-G14,82,XXX
22PX12C06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K225KG/CM2-NORM-SL12-G14,83,XXX
25PX12C06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K250KG/CM2-NORM-SL12-G14,84,XXX
27PX12C06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K275KG/CM2-NORM-SL12-G14,85,XXX
30PX12C06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K300KG/CM2-NORM-SL12-G14,86,XXX
32PX12C06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K325KG/CM2-NORM-SL12-G14,87,XXX
35PX12C06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K350KG/CM2-NORM-SL12-G14,88,XXX
37PX12C06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K375KG/CM2-NORM-SL12-G14,89,XXX
40PX12C06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K400KG/CM2-NORM-SL12-G14,90,XXX
42PX12C06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K425KG/CM2-NORM-SL12-G14,91,XXX
35PX14C06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,14+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K350KG/CM2-NORM-SL14-G14,92,XXX
30FI08C06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,8+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K300KG/CM2-FA15-SL08-G14,93,XXX
35FI10C06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,10+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K350KG/CM2-FA15-SL10-G14,94,XXX
40FI10C06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,10+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K400KG/CM2-FA15-SL10-G14,95,XXX
22FI12C06XXX,,,,11/14/2023 0:00,08401065,IDCGHO0320,08401065,11/14/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K225KG/CM2-FA15-SL12-G14,96,XXX
