bma_file.bma01,bma_file.bma02,bma_file.bma03,bma_file.bma04,bma_file.bma05,bma_file.bmauser,bma_file.bmagrup,bma_file.bmamodu,bma_file.bmadate,bma_file.bmaacti,bma_file.bma06,bma_file.bma07,bma_file.bmaicd01,bma_file.bma08,bma_file.bma09,bma_file.bma10,bma_file.bmaud01,bma_file.bmaud02,bma_file.bmaud03,bma_file.bmaud04,bma_file.bmaud05,bma_file.bmaud06,bma_file.bmaud07,bma_file.bmaud08,bma_file.bmaud09,bma_file.bmaud10,bma_file.bmaud11,bma_file.bmaud12,bma_file.bmaud13,bma_file.bmaud14,bma_file.bmaud15,bma_file.bmaoriu,bma_file.bmaorig,bma_file.ta_bma01,ima02,
42PX12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K425KG/CM2-NORM-SL12-G25,17
25PX14A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,14+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K250KG/CM2-NORM-SL14-G25,18
25FI10A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,10+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K250KG/CM2-FA15-SL10-G25,19
40FI10A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,10+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K400KG/CM2-FA15-SL10-G25,20
17FI12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K175KG/CM2-FA15-SL12-G25,21
22FI12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K225KG/CM2-FA15-SL12-G25,22
25FI12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K250KG/CM2-FA15-SL12-G25,23
27FI12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K275KG/CM2-FA15-SL12-G25,24
30FI12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K300KG/CM2-FA15-SL12-G25,25
35FI12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K350KG/CM2-FA15-SL12-G25,26
40FI12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K400KG/CM2-FA15-SL12-G25,27
10FU12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K100KG/CM2-FA20-SL12-G25,28
12FU12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K125KG/CM2-FA20-SL12-G25,29
15FU12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K150KG/CM2-FA20-SL12-G25,30
17FU12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K175KG/CM2-FA20-SL12-G25,31
20FU12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K200KG/CM2-FA20-SL12-G25,32
22FU12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K225KG/CM2-FA20-SL12-G25,33
25FU12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K250KG/CM2-FA20-SL12-G25,34
27FU12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K275KG/CM2-FA20-SL12-G25,35
30FU12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K300KG/CM2-FA20-SL12-G25,36
32FU12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K325KG/CM2-FA20-SL12-G25,37
35FU12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K350KG/CM2-FA20-SL12-G25,38
37FU12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K375KG/CM2-FA20-SL12-G25,39
40FU12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K400KG/CM2-FA20-SL12-G25,40
42FU12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K425KG/CM2-FA20-SL12-G25,41
08MX12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC08MPA-NORM-SL12-G25,42
10MX12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC10MPA-NORM-SL12-G25,43
12MX12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC12MPA-NORM-SL12-G25,44
14MX12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC14MPA-NORM-SL12-G25,45
16MX12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC16MPA-NORM-SL12-G25,46
18MX12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC18MPA-NORM-SL12-G25,47
20MX12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC20MPA-NORM-SL12-G25,48
22MX12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC22MPA-NORM-SL12-G25,49
25MX12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC25MPA-NORM-SL12-G25,50
27MX12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC27MPA-NORM-SL12-G25,51
30MX12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC30MPA-NORM-SL12-G25,52
32MX12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC32MPA-NORM-SL12-G25,53
33MX12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC33MPA-NORM-SL12-G25,54
35MX12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC35MPA-NORM-SL12-G25,55
35MX16A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,16+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC35MPA-NORM-SL16-G25,56
20MI12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC20MPA-FA15-SL12-G25,57
30MI12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC30MPA-FA15-SL12-G25,58
08MU12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC08MPA-FA20-SL12-G25,59
10MU12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC10MPA-FA20-SL12-G25,60
12MU12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC12MPA-FA20-SL12-G25,61
14MU12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC14MPA-FA20-SL12-G25,62
16MU12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC16MPA-FA20-SL12-G25,63
18MU12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC18MPA-FA20-SL12-G25,64
20MU12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC20MPA-FA20-SL12-G25,65
22MU12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC22MPA-FA20-SL12-G25,66
25MU12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC25MPA-FA20-SL12-G25,67
27MU12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC27MPA-FA20-SL12-G25,68
30MU12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC30MPA-FA20-SL12-G25,69
32MU12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC32MPA-FA20-SL12-G25,70
33MU12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC33MPA-FA20-SL12-G25,71
35MU12A06XXX,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC35MPA-FA20-SL12-G25,72
10PX12A06R1X,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K100KG/CM2-NORM-G25-R1,73
12PX12A06R1X,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K125KG/CM2-NORM-G25-R1,74
15PX12A06R1X,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K150KG/CM2-NORM-G25-R1,75
17PX12A06R1X,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K175KG/CM2-NORM-G25-R1,76
20PX12A06R1X,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K200KG/CM2-NORM-G25-R1,77
22PX12A06R1X,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K225KG/CM2-NORM-G25-R1,78
25PX12A06R1X,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K250KG/CM2-NORM-G25-R1,79
27PX12A06R1X,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K275KG/CM2-NORM-G25-R1,80
30PX12A06R1X,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K300KG/CM2-NORM-G25-R1,81
32PX12A06R1X,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K325KG/CM2-NORM-G25-R1,82
35PX12A06R1X,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K350KG/CM2-NORM-G25-R1,83
37PX12A06R1X,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K375KG/CM2-NORM-G25-R1,84
40PX12A06R1X,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K400KG/CM2-NORM-G25-R1,85
42PX12A06R1X,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K425KG/CM2-NORM-G25-R1,86
30FI12A06R1X,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K300KG/CM2-FA15-G25-R1,87
10FU12A06R1X,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K100KG/CM2-FA20-G25-R1,88
12FU12A06R1X,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K125KG/CM2-FA20-G25-R1,89
15FU12A06R1X,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K150KG/CM2-FA20-G25-R1,90
17FU12A06R1X,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K175KG/CM2-FA20-G25-R1,91
20FU12A06R1X,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K200KG/CM2-FA20-G25-R1,92
22FU12A06R1X,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K225KG/CM2-FA20-G25-R1,93
25FU12A06R1X,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K250KG/CM2-FA20-G25-R1,94
27FU12A06R1X,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K275KG/CM2-FA20-G25-R1,95
30FU12A06R1X,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K300KG/CM2-FA20-G25-R1,96
32FU12A06R1X,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K325KG/CM2-FA20-G25-R1,97
35FU12A06R1X,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K350KG/CM2-FA20-G25-R1,98
37FU12A06R1X,,,,2/7/2023 0:00,08401065,IDCGHO0320,08401065,2/7/2023 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K375KG/CM2-FA20-G25-R1,99
